fund_code,fund_name,latest_net_value,latest_total_value,history_net_value,history_total_value,daily_growth_value,daily_growth_rate,latest_date,history_date
021053,南方恒生生物科技ETF发起联接(QDII)I,1.5209,1.5209,1.4793,1.4793,0.0416,2.81,2025-10-02,2025-10-02
022149,诺安价值增长混合D,2.1922,2.1922,2.1323,2.1323,0.0599,2.81,2025-10-02,2025-10-02
013224,浦银安盛港股通量化混合C,1.1161,1.1161,1.0857,1.0857,0.0304,2.8,2025-10-02,2025-10-02
009910,嘉实动力先锋混合C,1.0416,1.0416,1.0132,1.0132,0.0284,2.8,2025-10-02,2025-10-02
005255,浦银安盛港股通量化混合A,1.1362,1.1362,1.1052,1.1052,0.031,2.8,2025-10-02,2025-10-02
014564,天弘恒生沪深港创新药精选50ETF发起联接A,1.3554,1.3554,1.3185,1.3185,0.0369,2.8,2025-10-02,2025-10-02
020635,汇添富恒生生物科技ETF发起式联接(QDII)C,1.9573,1.9573,1.9042,1.9042,0.0531,2.79,2025-10-02,2025-10-02
023674,德邦新兴产业混合发起式A,1.1284,1.1284,1.0978,1.0978,0.0306,2.79,2025-10-02,2025-10-02
020397,中银港股通医药混合发起A,2.0025,2.0025,1.9481,1.9481,0.0544,2.79,2025-10-02,2025-10-02
020398,中银港股通医药混合发起C,1.9766,1.9766,1.923,1.923,0.0536,2.79,2025-10-02,2025-10-02
013395,华夏新能源车龙头混合发起式A,1.2088,1.2088,1.176,1.176,0.0328,2.79,2025-10-02,2025-10-02
012093,鹏华创新升级混合A,1.5631,1.5631,1.5206,1.5206,0.0425,2.79,2025-10-02,2025-10-02
012094,鹏华创新升级混合C,1.5109,1.5109,1.4699,1.4699,0.041,2.79,2025-10-02,2025-10-02
000314,招商瑞丰灵活配置混合发起式A,2.208,2.421,2.148,2.361,0.06,2.79,2025-10-02,2025-10-02
014565,天弘恒生沪深港创新药精选50ETF发起联接C,1.344,1.344,1.3075,1.3075,0.0365,2.79,2025-10-02,2025-10-02
005963,宝盈人工智能股票C,4.1652,4.1652,4.0523,4.0523,0.1129,2.79,2025-10-02,2025-10-02
005962,宝盈人工智能股票A,4.4097,4.4097,4.2901,4.2901,0.1196,2.79,2025-10-02,2025-10-02
009500,国寿安保高股息混合A,1.1203,1.1203,1.09,1.09,0.0303,2.78,2025-10-02,2025-10-02
009501,国寿安保高股息混合C,1.1037,1.1037,1.0738,1.0738,0.0299,2.78,2025-10-02,2025-10-02
020634,汇添富恒生生物科技ETF发起式联接(QDII)A,1.9637,1.9637,1.9105,1.9105,0.0532,2.78,2025-10-02,2025-10-02
025476,银华瑞和灵活配置混合C,1.5961,1.5961,1.553,1.553,0.0431,2.78,2025-10-02,2025-10-02
023675,德邦新兴产业混合发起式C,1.1269,1.1269,1.0964,1.0964,0.0305,2.78,2025-10-02,2025-10-02
013396,华夏新能源车龙头混合发起式C,1.1795,1.1795,1.1476,1.1476,0.0319,2.78,2025-10-02,2025-10-02
005453,前海开源医疗健康A,1.3503,1.3503,1.3138,1.3138,0.0365,2.78,2025-10-02,2025-10-02
005454,前海开源医疗健康C,1.34,1.34,1.3037,1.3037,0.0363,2.78,2025-10-02,2025-10-02
022852,中航优选领航混合发起A,1.9759,1.9759,1.9226,1.9226,0.0533,2.77,2025-10-02,2025-10-02
022853,中航优选领航混合发起C,1.9666,1.9666,1.9136,1.9136,0.053,2.77,2025-10-02,2025-10-02
009623,长城创新驱动混合A,1.0724,1.0724,1.0435,1.0435,0.0289,2.77,2025-10-02,2025-10-02
005544,银华瑞和灵活配置混合A,1.5963,1.5963,1.5532,1.5532,0.0431,2.77,2025-10-02,2025-10-02
025018,华富医疗创新混合发起式C,0.9472,0.9472,0.9218,0.9218,0.0254,2.76,2025-10-02,2025-10-02
017458,长城创新驱动混合C,1.0571,1.0571,1.0287,1.0287,0.0284,2.76,2025-10-02,2025-10-02
005805,华泰柏瑞医疗健康A,2.3146,2.3146,2.2525,2.2525,0.0621,2.76,2025-10-02,2025-10-02
003886,汇安丰利混合A,1.8047,2.0758,1.7563,2.0274,0.0484,2.76,2025-10-02,2025-10-02
025017,华富医疗创新混合发起式A,0.9476,0.9476,0.9222,0.9222,0.0254,2.75,2025-10-02,2025-10-02
017962,广发医药创新混合发起式A,1.5374,1.5374,1.4962,1.4962,0.0412,2.75,2025-10-02,2025-10-02
017963,广发医药创新混合发起式C,1.5182,1.5182,1.4775,1.4775,0.0407,2.75,2025-10-02,2025-10-02
015916,永赢医药创新智选混合发起C,1.9265,1.9265,1.8749,1.8749,0.0516,2.75,2025-10-02,2025-10-02
015915,永赢医药创新智选混合发起A,1.9478,1.9478,1.8956,1.8956,0.0522,2.75,2025-10-02,2025-10-02
011453,华泰柏瑞医疗健康C,2.2691,2.2691,2.2083,2.2083,0.0608,2.75,2025-10-02,2025-10-02
003887,汇安丰利混合C,1.7619,2.031,1.7147,1.9838,0.0472,2.75,2025-10-02,2025-10-02
000935,浙商汇金转型成长,1.306,1.456,1.271,1.421,0.035,2.75,2025-10-02,2025-10-02
020138,永赢启鑫混合A,1.3099,1.3099,1.275,1.275,0.0349,2.74,2025-10-02,2025-10-02
020139,永赢启鑫混合C,1.2995,1.2995,1.2649,1.2649,0.0346,2.74,2025-10-02,2025-10-02
010357,南方阿尔法混合A,0.7077,0.7077,0.6888,0.6888,0.0189,2.74,2025-10-02,2025-10-02
002017,招商瑞丰灵活配置混合发起式C,2.1,2.308,2.044,2.252,0.056,2.74,2025-10-02,2025-10-02
540008,汇丰晋信低碳先锋股票A,2.944,3.044,2.8655,2.9655,0.0785,2.74,2025-10-02,2025-10-02
013511,汇丰晋信低碳先锋股票C,2.8862,2.8862,2.8092,2.8092,0.077,2.74,2025-10-02,2025-10-02
006229,中欧医疗创新股票C,1.7022,1.7022,1.6568,1.6568,0.0454,2.74,2025-10-02,2025-10-02
006228,中欧医疗创新股票A,1.7946,1.7946,1.7467,1.7467,0.0479,2.74,2025-10-02,2025-10-02
160142,南方优势产业(LOF),1.3517,1.3517,1.3158,1.3158,0.0359,2.73,2025-10-02,2025-10-02
010358,南方阿尔法混合C,0.6879,0.6879,0.6696,0.6696,0.0183,2.73,2025-10-02,2025-10-02
024751,兴业上证科创板人工智能指数C,1.0426,1.0426,1.0149,1.0149,0.0277,2.73,2025-10-02,2025-10-02
024750,兴业上证科创板人工智能指数A,1.0428,1.0428,1.0151,1.0151,0.0277,2.73,2025-10-02,2025-10-02
023851,富国上证科创板新能源ETF发起式联接A,1.4733,1.4733,1.4342,1.4342,0.0391,2.73,2025-10-02,2025-10-02
023852,富国上证科创板新能源ETF发起式联接C,1.4721,1.4721,1.433,1.433,0.0391,2.73,2025-10-02,2025-10-02
013014,华夏中证新能源汽车ETF发起式联接C,0.7744,0.7744,0.7538,0.7538,0.0206,2.73,2025-10-02,2025-10-02
013013,华夏中证新能源汽车ETF发起式联接A,0.7839,0.7839,0.7631,0.7631,0.0208,2.73,2025-10-02,2025-10-02
024629,华夏中证新能源汽车ETF发起式联接D,0.7743,0.7743,0.7538,0.7538,0.0205,2.72,2025-10-02,2025-10-02
506007,广发科创板两年定开混合,1.3543,1.3543,1.3186,1.3186,0.0357,2.71,2025-10-02,2025-10-02
005343,长安裕盛灵活配置混合A,0.7075,0.7075,0.6889,0.6889,0.0186,2.7,2025-10-02,2025-10-02
021386,天弘上证科创板100指数增强发起C,1.671,1.671,1.6271,1.6271,0.0439,2.7,2025-10-02,2025-10-02
021385,天弘上证科创板100指数增强发起A,1.6778,1.6778,1.6337,1.6337,0.0441,2.7,2025-10-02,2025-10-02
014708,天弘臻选健康混合A,1.3699,1.3699,1.334,1.334,0.0359,2.69,2025-10-02,2025-10-02
014709,天弘臻选健康混合C,1.3507,1.3507,1.3153,1.3153,0.0354,2.69,2025-10-02,2025-10-02
014114,广发沪港深医药混合A,1.1848,1.1848,1.1538,1.1538,0.031,2.69,2025-10-02,2025-10-02
012198,国金核心资产一年持有A,1.282,1.282,1.2484,1.2484,0.0336,2.69,2025-10-02,2025-10-02
012199,国金核心资产一年持有C,1.2563,1.2563,1.2234,1.2234,0.0329,2.69,2025-10-02,2025-10-02
005344,长安裕盛灵活配置混合C,0.6977,0.6977,0.6794,0.6794,0.0183,2.69,2025-10-02,2025-10-02
001760,嘉实创新成长混合,1.144,1.144,1.114,1.114,0.03,2.69,2025-10-02,2025-10-02
501208,中欧创新未来混合(LOF),1.3411,1.3411,1.3061,1.3061,0.035,2.68,2025-10-02,2025-10-02
014115,广发沪港深医药混合C,1.1672,1.1672,1.1367,1.1367,0.0305,2.68,2025-10-02,2025-10-02
010592,南方医药创新股票A,0.7576,0.7576,0.7378,0.7378,0.0198,2.68,2025-10-02,2025-10-02
018023,华商上游产业股票C,3.447,3.447,3.3575,3.3575,0.0895,2.67,2025-10-02,2025-10-02
010593,南方医药创新股票C,0.737,0.737,0.7178,0.7178,0.0192,2.67,2025-10-02,2025-10-02
005161,华商上游产业股票A,3.5001,3.5001,3.4092,3.4092,0.0909,2.67,2025-10-02,2025-10-02
016237,华夏数字经济龙头混合发起式A,1.4765,1.4765,1.4382,1.4382,0.0383,2.66,2025-10-02,2025-10-02
016238,华夏数字经济龙头混合发起式C,1.4584,1.4584,1.4206,1.4206,0.0378,2.66,2025-10-02,2025-10-02
011643,嘉实时代先锋三年持有混合A,0.9915,0.9915,0.9658,0.9658,0.0257,2.66,2025-10-02,2025-10-02
011644,嘉实时代先锋三年持有混合C,0.9749,0.9749,0.9496,0.9496,0.0253,2.66,2025-10-02,2025-10-02
009870,嘉实产业先锋混合C,1.1444,1.1444,1.1148,1.1148,0.0296,2.66,2025-10-02,2025-10-02
001475,易方达国防军工混合A,1.623,1.623,1.581,1.581,0.042,2.66,2025-10-02,2025-10-02
022498,国泰中证生物医药ETF联接E,1.1975,1.1975,1.1665,1.1665,0.031,2.66,2025-10-02,2025-10-02
006757,国泰中证生物医药ETF联接C,1.1728,1.1728,1.1424,1.1424,0.0304,2.66,2025-10-02,2025-10-02
006756,国泰中证生物医药ETF联接A,1.2002,1.2002,1.1691,1.1691,0.0311,2.66,2025-10-02,2025-10-02
021180,易方达产业机遇混合C,1.2642,1.2642,1.2316,1.2316,0.0326,2.65,2025-10-02,2025-10-02
021179,易方达产业机遇混合A,1.271,1.271,1.2382,1.2382,0.0328,2.65,2025-10-02,2025-10-02
206013,鹏华宏观灵活配置混合,1.086,1.514,1.058,1.475,0.028,2.65,2025-10-02,2025-10-02
161903,万家行业优选混合(LOF),1.5086,5.2728,1.4697,5.2038,0.0389,2.65,2025-10-02,2025-10-02
009869,嘉实产业先锋混合A,1.193,1.193,1.1622,1.1622,0.0308,2.65,2025-10-02,2025-10-02
022082,景顺长城医疗产业股票C,1.5015,1.5015,1.4627,1.4627,0.0388,2.65,2025-10-02,2025-10-02
022081,景顺长城医疗产业股票A,1.5055,1.5055,1.4666,1.4666,0.0389,2.65,2025-10-02,2025-10-02
016462,华宝生态中国混合C,4.279,4.279,4.169,4.169,0.11,2.64,2025-10-02,2025-10-02
016285,汇丰晋信龙头优势混合A,1.0771,1.0771,1.0494,1.0494,0.0277,2.64,2025-10-02,2025-10-02
016286,汇丰晋信龙头优势混合C,1.0609,1.0609,1.0336,1.0336,0.0273,2.64,2025-10-02,2025-10-02
000612,华宝生态中国混合A,4.359,4.559,4.247,4.447,0.112,2.64,2025-10-02,2025-10-02
013363,大成中国优势混合(QDII)A,1.5117,1.5117,1.473,1.473,0.0387,2.63,2025-10-02,2025-10-02
023449,上银资源精选混合发起式C,1.4069,1.4069,1.3708,1.3708,0.0361,2.63,2025-10-02,2025-10-02
023448,上银资源精选混合发起式A,1.4098,1.4098,1.3737,1.3737,0.0361,2.63,2025-10-02,2025-10-02
015945,易方达国防军工混合C,1.597,1.597,1.556,1.556,0.041,2.63,2025-10-02,2025-10-02
015027,鹏华增华混合C,0.9406,0.9406,0.9165,0.9165,0.0241,2.63,2025-10-02,2025-10-02
011188,信澳星奕混合A,1.7508,1.7508,1.706,1.706,0.0448,2.63,2025-10-02,2025-10-02
020683,南方上证科创板100ETF联接A,2.023,2.023,1.9711,1.9711,0.0519,2.63,2025-10-02,2025-10-02
020684,南方上证科创板100ETF联接C,2.019,2.019,1.9672,1.9672,0.0518,2.63,2025-10-02,2025-10-02
020292,华夏科创100ETF联接C,1.6764,1.6764,1.6335,1.6335,0.0429,2.63,2025-10-02,2025-10-02
019859,银华上证科创板100ETF联接A,1.3715,1.3715,1.3363,1.3363,0.0352,2.63,2025-10-02,2025-10-02
022569,银华上证科创板100ETF联接I,1.3683,1.3683,1.3333,1.3333,0.035,2.63,2025-10-02,2025-10-02
013364,大成中国优势混合(QDII)C,1.5026,1.5026,1.4642,1.4642,0.0384,2.62,2025-10-02,2025-10-02
019295,博时匠心优选混合A,1.5885,1.5885,1.548,1.548,0.0405,2.62,2025-10-02,2025-10-02
019296,博时匠心优选混合C,1.5639,1.5639,1.524,1.524,0.0399,2.62,2025-10-02,2025-10-02
016046,华商研究回报一年持有混合C,1.2652,1.2652,1.2329,1.2329,0.0323,2.62,2025-10-02,2025-10-02
015026,鹏华增华混合A,0.9647,0.9647,0.9401,0.9401,0.0246,2.62,2025-10-02,2025-10-02
012888,工银兴瑞一年持有期混合A,0.9172,0.9172,0.8938,0.8938,0.0234,2.62,2025-10-02,2025-10-02
011223,信澳星奕混合C,1.6865,1.6865,1.6434,1.6434,0.0431,2.62,2025-10-02,2025-10-02
006010,国融融银灵活配置混合C,0.4546,0.5046,0.443,0.493,0.0116,2.62,2025-10-02,2025-10-02
006009,国融融银灵活配置混合A,0.4621,0.5121,0.4503,0.5003,0.0118,2.62,2025-10-02,2025-10-02
023001,汇添富上证科创板100ETF联接A,1.4293,1.4293,1.3928,1.3928,0.0365,2.62,2025-10-02,2025-10-02
023002,汇添富上证科创板100ETF联接C,1.4277,1.4277,1.3913,1.3913,0.0364,2.62,2025-10-02,2025-10-02
020294,易方达上证科创板100ETF联接发起式C,1.9027,1.9027,1.8541,1.8541,0.0486,2.62,2025-10-02,2025-10-02
020293,易方达上证科创板100ETF联接发起式A,1.909,1.909,1.8603,1.8603,0.0487,2.62,2025-10-02,2025-10-02
021661,中欧上证科创板100指数发起C,1.9158,1.9158,1.8669,1.8669,0.0489,2.62,2025-10-02,2025-10-02
021660,中欧上证科创板100指数发起A,1.9211,1.9211,1.8721,1.8721,0.049,2.62,2025-10-02,2025-10-02
020291,华夏科创100ETF联接A,1.682,1.682,1.639,1.639,0.043,2.62,2025-10-02,2025-10-02
019860,银华上证科创板100ETF联接C,1.3653,1.3653,1.3304,1.3304,0.0349,2.62,2025-10-02,2025-10-02
016073,创金合信软件产业股票发起A,1.3134,1.3134,1.2799,1.2799,0.0335,2.62,2025-10-02,2025-10-02
014402,富国核心趋势混合C,1.6344,1.6344,1.5929,1.5929,0.0415,2.61,2025-10-02,2025-10-02
014401,富国核心趋势混合A,1.6581,1.6581,1.616,1.616,0.0421,2.61,2025-10-02,2025-10-02
016045,华商研究回报一年持有混合A,1.2849,1.2849,1.2522,1.2522,0.0327,2.61,2025-10-02,2025-10-02
007875,国融融兴混合A,0.7037,0.7037,0.6858,0.6858,0.0179,2.61,2025-10-02,2025-10-02
002910,易方达供给改革混合,3.2748,3.2748,3.1916,3.1916,0.0832,2.61,2025-10-02,2025-10-02
016074,创金合信软件产业股票发起C,1.2836,1.2836,1.2509,1.2509,0.0327,2.61,2025-10-02,2025-10-02
005402,广发资源优选股票A,1.7715,1.7715,1.7265,1.7265,0.045,2.61,2025-10-02,2025-10-02
022739,申万菱信新能源汽车主题灵活配置混合C,2.408,2.408,2.347,2.347,0.061,2.6,2025-10-02,2025-10-02
018122,永赢数字经济智选混合发起A,1.6465,1.6465,1.6047,1.6047,0.0418,2.6,2025-10-02,2025-10-02
018123,永赢数字经济智选混合发起C,1.6306,1.6306,1.5893,1.5893,0.0413,2.6,2025-10-02,2025-10-02
012889,工银兴瑞一年持有期混合C,0.8952,0.8952,0.8725,0.8725,0.0227,2.6,2025-10-02,2025-10-02
007876,国融融兴混合C,0.6952,0.6952,0.6776,0.6776,0.0176,2.6,2025-10-02,2025-10-02
021330,富国上证科创板100指数发起式C,1.5413,1.5413,1.5023,1.5023,0.039,2.6,2025-10-02,2025-10-02
021329,富国上证科创板100指数发起式A,1.5439,1.5439,1.5048,1.5048,0.0391,2.6,2025-10-02,2025-10-02
013151,长信低碳环保行业量化股票C,2.0261,2.0261,1.9748,1.9748,0.0513,2.6,2025-10-02,2025-10-02
010235,广发资源优选股票C,1.7373,1.7373,1.6932,1.6932,0.0441,2.6,2025-10-02,2025-10-02
004925,长信低碳环保行业量化股票A,2.0592,2.0592,2.0071,2.0071,0.0521,2.6,2025-10-02,2025-10-02
018364,银华医疗健康混合A,1.0333,1.0333,1.0072,1.0072,0.0261,2.59,2025-10-02,2025-10-02
018365,银华医疗健康混合C,1.0255,1.0255,0.9996,0.9996,0.0259,2.59,2025-10-02,2025-10-02
002214,中海沪港深价值优选混合A,1.148,1.268,1.119,1.239,0.029,2.59,2025-10-02,2025-10-02
001156,申万菱信新能源汽车主题灵活配置混合A,2.415,3.405,2.354,3.344,0.061,2.59,2025-10-02,2025-10-02
021982,安联中国精选混合C,1.8083,1.8083,1.7629,1.7629,0.0454,2.58,2025-10-02,2025-10-02
021981,安联中国精选混合A,1.8162,1.8162,1.7705,1.7705,0.0457,2.58,2025-10-02,2025-10-02
019205,鹏华优质企业混合C,1.032,1.032,1.006,1.006,0.026,2.58,2025-10-02,2025-10-02
010393,工银健康生活混合A,0.9592,0.9592,0.9351,0.9351,0.0241,2.58,2025-10-02,2025-10-02
009234,鹏华优质企业混合A,0.9575,0.9575,0.9334,0.9334,0.0241,2.58,2025-10-02,2025-10-02
023076,鹏华上证科创板新能源ETF发起式联接C,1.3221,1.3221,1.2889,1.2889,0.0332,2.58,2025-10-02,2025-10-02
023051,交银上证科创板100指数C,1.4174,1.4174,1.3818,1.3818,0.0356,2.58,2025-10-02,2025-10-02
023050,交银上证科创板100指数A,1.4191,1.4191,1.3834,1.3834,0.0357,2.58,2025-10-02,2025-10-02
020320,华泰柏瑞上证科创板100ETF发起式联接A,1.773,1.773,1.7284,1.7284,0.0446,2.58,2025-10-02,2025-10-02
024157,鹏华上证科创板新能源ETF发起式联接I,1.5171,1.5171,1.479,1.479,0.0381,2.58,2025-10-02,2025-10-02
019336,万家国企动力混合A,1.327,1.327,1.2938,1.2938,0.0332,2.57,2025-10-02,2025-10-02
010394,工银健康生活混合C,0.9224,0.9224,0.8993,0.8993,0.0231,2.57,2025-10-02,2025-10-02
023075,鹏华上证科创板新能源ETF发起式联接A,1.3238,1.3238,1.2906,1.2906,0.0332,2.57,2025-10-02,2025-10-02
022691,华安医药生物股票发起式C,2.0145,2.0145,1.964,1.964,0.0505,2.57,2025-10-02,2025-10-02
022690,华安医药生物股票发起式A,2.0211,2.0211,1.9704,1.9704,0.0507,2.57,2025-10-02,2025-10-02
019494,易方达中证国新央企科技引领ETF联接C,1.3824,1.3824,1.3478,1.3478,0.0346,2.57,2025-10-02,2025-10-02
020321,华泰柏瑞上证科创板100ETF发起式联接C,1.7654,1.7654,1.7211,1.7211,0.0443,2.57,2025-10-02,2025-10-02
019337,万家国企动力混合C,1.3166,1.3166,1.2837,1.2837,0.0329,2.56,2025-10-02,2025-10-02
001742,广发百发大数据精选混合E,1.24,1.24,1.209,1.209,0.031,2.56,2025-10-02,2025-10-02
000879,中海医药健康产业精选混合C,1.203,2.256,1.173,2.226,0.03,2.56,2025-10-02,2025-10-02
000878,中海医药健康产业精选混合A,1.361,2.414,1.327,2.38,0.034,2.56,2025-10-02,2025-10-02
024861,永赢中证港股通医疗主题ETF发起联接C,1.0685,1.0685,1.0418,1.0418,0.0267,2.56,2025-10-02,2025-10-02
024860,永赢中证港股通医疗主题ETF发起联接A,1.0687,1.0687,1.042,1.042,0.0267,2.56,2025-10-02,2025-10-02
019493,易方达中证国新央企科技引领ETF联接A,1.3888,1.3888,1.3541,1.3541,0.0347,2.56,2025-10-02,2025-10-02
019529,南方中证国新央企科技引领ETF联接A,1.3688,1.3688,1.3346,1.3346,0.0342,2.56,2025-10-02,2025-10-02
019867,国泰上证科创板100ETF发起联接C,1.3909,1.3909,1.3562,1.3562,0.0347,2.56,2025-10-02,2025-10-02
a,b,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-02,2025-10-02
019866,国泰上证科创板100ETF发起联接A,1.3961,1.3961,1.3613,1.3613,0.0348,2.56,2025-10-02,2025-10-02
019862,鹏华上证科创100ETF联接C,1.3636,1.3636,1.3295,1.3295,0.0341,2.56,2025-10-02,2025-10-02
019861,鹏华上证科创100ETF联接A,1.3686,1.3686,1.3344,1.3344,0.0342,2.56,2025-10-02,2025-10-02
019857,博时上证科创板100ETF联接A,1.3878,1.3878,1.3532,1.3532,0.0346,2.56,2025-10-02,2025-10-02
161024,富国中证军工指数(LOF)A,1.2,1.794,1.17,1.782,0.03,2.56,2025-10-02,2025-10-02
022845,鹏华上证科创100ETF联接I,1.4779,1.4779,1.441,1.441,0.0369,2.56,2025-10-02,2025-10-02
014425,博时恒生医疗保健ETF发起式联接(QDII)C,1.1376,1.1376,1.1093,1.1093,0.0283,2.55,2025-10-02,2025-10-02
014424,博时恒生医疗保健ETF发起式联接(QDII)A,1.1449,1.1449,1.1164,1.1164,0.0285,2.55,2025-10-02,2025-10-02
025332,诺安平衡混合C,1.724,1.724,1.6811,1.6811,0.0429,2.55,2025-10-02,2025-10-02
320001,诺安平衡混合A,1.7244,3.9844,1.6815,3.9415,0.0429,2.55,2025-10-02,2025-10-02
011917,山证资管品质生活混合A,0.7324,0.7324,0.7142,0.7142,0.0182,2.55,2025-10-02,2025-10-02
007132,长城港股通价值精选混合A,1.4031,1.4231,1.3682,1.3882,0.0349,2.55,2025-10-02,2025-10-02
001741,广发百发大数据精选混合A,1.245,1.245,1.214,1.214,0.031,2.55,2025-10-02,2025-10-02
024039,银华港股科技30联接I,1.317,1.317,1.2842,1.2842,0.0328,2.55,2025-10-02,2025-10-02
024037,银华港股科技30联接A,1.3175,1.3175,1.2847,1.2847,0.0328,2.55,2025-10-02,2025-10-02
024038,银华港股科技30联接C,1.3166,1.3166,1.2838,1.2838,0.0328,2.55,2025-10-02,2025-10-02
019530,南方中证国新央企科技引领ETF联接C,1.3616,1.3616,1.3277,1.3277,0.0339,2.55,2025-10-02,2025-10-02
019858,博时上证科创板100ETF联接C,1.3827,1.3827,1.3483,1.3483,0.0344,2.55,2025-10-02,2025-10-02
000596,前海开源中证军工指数A,1.85,1.85,1.804,1.804,0.046,2.55,2025-10-02,2025-10-02
023990,博时上证科创板100ETF联接E,1.3877,1.3877,1.3532,1.3532,0.0345,2.55,2025-10-02,2025-10-02
018089,东财远见成长C,0.963,0.963,0.9391,0.9391,0.0239,2.54,2025-10-02,2025-10-02
018088,东财远见成长A,0.9861,0.9861,0.9617,0.9617,0.0244,2.54,2025-10-02,2025-10-02
017627,长城港股通价值精选混合C,1.3792,1.3792,1.345,1.345,0.0342,2.54,2025-10-02,2025-10-02
016252,华夏景气成长一年持有混合发起式A,1.2576,1.2576,1.2264,1.2264,0.0312,2.54,2025-10-02,2025-10-02
016253,华夏景气成长一年持有混合发起式C,1.2381,1.2381,1.2074,1.2074,0.0307,2.54,2025-10-02,2025-10-02
013001,广发盛泽一年持有混合C,1.5483,1.5483,1.51,1.51,0.0383,2.54,2025-10-02,2025-10-02
011918,山证资管品质生活混合C,0.7135,0.7135,0.6958,0.6958,0.0177,2.54,2025-10-02,2025-10-02
024847,国投瑞银中证港股通科技指数发起式A,1.118,1.118,1.0903,1.0903,0.0277,2.54,2025-10-02,2025-10-02
024848,国投瑞银中证港股通科技指数发起式C,1.1177,1.1177,1.09,1.09,0.0277,2.54,2025-10-02,2025-10-02
005304,嘉实医药健康股票C,1.9069,1.9069,1.8597,1.8597,0.0472,2.54,2025-10-02,2025-10-02
005303,嘉实医药健康股票A,2.0276,2.0276,1.9774,1.9774,0.0502,2.54,2025-10-02,2025-10-02
000711,嘉实医疗保健股票,2.378,2.378,2.319,2.319,0.059,2.54,2025-10-02,2025-10-02
020362,中海沪港深价值优选混合C,1.135,1.135,1.107,1.107,0.028,2.53,2025-10-02,2025-10-02
014381,长城久源灵活配置混合C,0.9604,0.9604,0.9367,0.9367,0.0237,2.53,2025-10-02,2025-10-02
013871,招商能源转型混合A,0.6536,0.6536,0.6375,0.6375,0.0161,2.53,2025-10-02,2025-10-02
013000,广发盛泽一年持有混合A,1.5702,1.5702,1.5314,1.5314,0.0388,2.53,2025-10-02,2025-10-02
012852,嘉实远见先锋一年持有期混合A,0.9848,0.9848,0.9605,0.9605,0.0243,2.53,2025-10-02,2025-10-02
002703,长城久源灵活配置混合A,0.9832,0.9832,0.9589,0.9589,0.0243,2.53,2025-10-02,2025-10-02
001118,华宝事件驱动混合A,0.974,0.974,0.95,0.95,0.024,2.53,2025-10-02,2025-10-02
006002,工银医药健康股票A,2.5826,3.1302,2.5189,3.0665,0.0637,2.53,2025-10-02,2025-10-02
006003,工银医药健康股票C,2.4658,3.009,2.405,2.9482,0.0608,2.53,2025-10-02,2025-10-02
002199,前海开源中证军工指数C,0.931,1.891,0.908,1.868,0.023,2.53,2025-10-02,2025-10-02
000409,鹏华环保产业股票,4.497,4.497,4.386,4.386,0.111,2.53,2025-10-02,2025-10-02
506003,富国科创板两年定开混合,1.0386,1.0386,1.0131,1.0131,0.0255,2.52,2025-10-02,2025-10-02
018433,嘉实恒生医疗保健ETF发起联接(QDII)C,1.2717,1.2717,1.2404,1.2404,0.0313,2.52,2025-10-02,2025-10-02
018432,嘉实恒生医疗保健ETF发起联接(QDII)A,1.2726,1.2726,1.2413,1.2413,0.0313,2.52,2025-10-02,2025-10-02
013872,招商能源转型混合C,0.6349,0.6349,0.6193,0.6193,0.0156,2.52,2025-10-02,2025-10-02
012853,嘉实远见先锋一年持有期混合C,0.9648,0.9648,0.9411,0.9411,0.0237,2.52,2025-10-02,2025-10-02
010731,广发创新医疗两年持有混合A,0.8732,0.8732,0.8517,0.8517,0.0215,2.52,2025-10-02,2025-10-02
009318,南方成长先锋混合A,0.9145,0.9145,0.892,0.892,0.0225,2.52,2025-10-02,2025-10-02
009319,南方成长先锋混合C,0.8859,0.8859,0.8641,0.8641,0.0218,2.52,2025-10-02,2025-10-02
000063,长盛电子信息主题灵活配置混合,1.873,1.873,1.827,1.827,0.046,2.52,2025-10-02,2025-10-02
025167,汇添富恒生港股通中国科技ETF联接C,1.1391,1.1391,1.1111,1.1111,0.028,2.52,2025-10-02,2025-10-02
025166,汇添富恒生港股通中国科技ETF联接A,1.1393,1.1393,1.1113,1.1113,0.028,2.52,2025-10-02,2025-10-02
021464,海富通中证港股通科技ETF发起联接A,1.8882,1.8882,1.8418,1.8418,0.0464,2.52,2025-10-02,2025-10-02
021465,海富通中证港股通科技ETF发起联接C,1.8798,1.8798,1.8336,1.8336,0.0462,2.52,2025-10-02,2025-10-02
501019,国泰国证航天军工指数(LOF)A,1.3527,1.3527,1.3194,1.3194,0.0333,2.52,2025-10-02,2025-10-02
015599,国泰国证航天军工指数(LOF)C,1.3439,1.3439,1.3109,1.3109,0.033,2.52,2025-10-02,2025-10-02
023751,百嘉百瑞混合发起式C,1.63,1.93,1.5901,1.8901,0.0399,2.51,2025-10-02,2025-10-02
021512,景顺长城支柱产业混合C,2.286,2.485,2.23,2.429,0.056,2.51,2025-10-02,2025-10-02
018148,百嘉百瑞混合发起式A,1.6326,1.9326,1.5926,1.8926,0.04,2.51,2025-10-02,2025-10-02
017867,泓德高端装备混合发起式C,1.1646,1.1646,1.1361,1.1361,0.0285,2.51,2025-10-02,2025-10-02
